doc_id,word_count,chars,path
"GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT",4279,25352,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\GWG HOLDINGS, INC. - ORDERLY MARKETING AGREEMENT_cleaned.txt"
"HALITRON,INC_03_01_2005-EX-10.15-SPONSORSHIP AND DEVELOPMENT AGREEMENT",4588,28060,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\HALITRON,INC_03_01_2005-EX-10.15-SPONSORSHIP AND DEVELOPMENT AGREEMENT_cleaned.txt"
HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,39838,248383,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement_cleaned.txt
"HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT",8739,54778,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\HC2HOLDINGS,INC_05_14_2020-EX-10.1-COOPERATION AGREEMENT_cleaned.txt"
HealthcareIntegratedTechnologiesInc_20190812_8-K_EX-10.1_11776966_EX-10.1_Reseller Agreement,3627,22212,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\HealthcareIntegratedTechnologiesInc_20190812_8-K_EX-10.1_11776966_EX-10.1_Reseller Agreement_cleaned.txt
HealthcentralCom_19991108_S-1A_EX-10.27_6623292_EX-10.27_Co-Branding Agreement,6677,40874,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\HealthcentralCom_19991108_S-1A_EX-10.27_6623292_EX-10.27_Co-Branding Agreement_cleaned.txt
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1),18272,118430,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT (1)_cleaned.txt
HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT - Escrow Agreement,4357,28653,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\HEALTHGATEDATACORP_11_24_1999-EX-10.1-HOSTING AND MANAGEMENT AGREEMENT - Escrow Agreement_cleaned.txt
"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement",11205,72716,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement_cleaned.txt"
HerImports_20161018_8-KA_EX-10.14_9765707_EX-10.14_Maintenance Agreement,1622,10023,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\HerImports_20161018_8-KA_EX-10.14_9765707_EX-10.14_Maintenance Agreement_cleaned.txt
"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT",5053,30655,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT_cleaned.txt"
HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement,2347,14269,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\HertzGroupRealtyTrustInc_20190920_S-11A_EX-10.8_11816941_EX-10.8_Trademark License Agreement_cleaned.txt
HfEnterprisesInc_20191223_S-1_EX-10.22_11931299_EX-10.22_Development Agreement,3024,19092,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\HfEnterprisesInc_20191223_S-1_EX-10.22_11931299_EX-10.22_Development Agreement_cleaned.txt
HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT,2202,13265,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT_cleaned.txt
"HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE AGREEMENT",24018,143702,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE AGREEMENT_cleaned.txt"
HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT,2664,19699,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\HPILHOLDING_01_07_2015-EX-99.1-COOPERATION AGREEMENT_cleaned.txt
HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT,1866,11186,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\HUBEIMINKANGPHARMACEUTICALLTD_09_19_2006-EX-10.1-OUTSOURCING AGREEMENT_cleaned.txt
HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT,4192,25538,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\HYDRONTECHNOLOGIESINC_03_31_1997-EX-10.47-SPONSORSHIP AGREEMENT_cleaned.txt
HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT,5390,35237,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\HYPERIONSOFTWARECORP_09_28_1994-EX-10.47-EXCLUSIVE DISTRIBUTOR AGREEMENT_cleaned.txt
IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement,4884,30464,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\IbioInc_20200313_8-K_EX-10.1_12052678_EX-10.1_Development Agreement_cleaned.txt
ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement,3957,25050,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\ICORECONNECTINC_10_13_2010-EX-7.1-Strategic Alliance Agreement_cleaned.txt
IdeanomicsInc_20151124_8-K_EX-10.2_9354744_EX-10.2_Content License Agreement,5559,34770,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\IdeanomicsInc_20151124_8-K_EX-10.2_9354744_EX-10.2_Content License Agreement_cleaned.txt
IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement,6490,40607,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\IdeanomicsInc_20160330_10-K_EX-10.26_9512211_EX-10.26_Content License Agreement_cleaned.txt
IDREAMSKYTECHNOLOGYLTD_07_03_2014-EX-10.39-Cooperation Agreement on Mobile Game Business,12446,75734,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\IDREAMSKYTECHNOLOGYLTD_07_03_2014-EX-10.39-Cooperation Agreement on Mobile Game Business_cleaned.txt
IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,11674,70283,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT_cleaned.txt
IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT,2967,19880,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\IMAGEWARESYSTEMSINC_12_20_1999-EX-10.22-MAINTENANCE AGREEMENT_cleaned.txt
ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement,5551,34411,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\ImineCorp_20180725_S-1_EX-10.5_11275970_EX-10.5_Distributor Agreement_cleaned.txt
IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT,24936,154049,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\IMMUNOMEDICSINC_08_07_2019-EX-10.1-PROMOTION AGREEMENT_cleaned.txt
IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT VENTURE AGREEMENT,10420,62114,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\IMPCOTECHNOLOGIESINC_04_15_2003-EX-10.65-JOINT VENTURE AGREEMENT_cleaned.txt
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement,1875,12125,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement_cleaned.txt
ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,7554,47173,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement_cleaned.txt
INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEMENT,10187,62879,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEMENT_cleaned.txt
INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT,9864,64437,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT_cleaned.txt
InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement,6355,39484,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\InmodeLtd_20190729_F-1A_EX-10.9_11743243_EX-10.9_Manufacturing Agreement_cleaned.txt
InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement,3421,22272,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\InnerscopeHearingTechnologiesInc_20181109_8-K_EX-10.6_11419704_EX-10.6_Distributor Agreement_cleaned.txt
"INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT",30407,188947,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\INNOVIVA,INC_08_07_2014-EX-10.1-COLLABORATION AGREEMENT_cleaned.txt"
IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,3867,23802,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement_cleaned.txt
IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement,3603,22293,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\IntegrityMediaInc_20010329_10-K405_EX-10.17_2373875_EX-10.17_Co-Branding Agreement_cleaned.txt
"INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement",1252,8082,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\INTELLIGENTHIGHWAYSOLUTIONS,INC_01_18_2018-EX-10.1-Strategic Alliance Agreement_cleaned.txt"
INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT,16776,102849,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT_cleaned.txt
"INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT",6117,37908,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\INTERSECTENT,INC_05_11_2020-EX-10.1-SUPPLY AGREEMENT_cleaned.txt"
INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,8010,49618,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement_cleaned.txt
InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement,15594,98925,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\InvendaCorp_20000828_S-1A_EX-10.2_2588206_EX-10.2_Co-Branding Agreement_cleaned.txt
"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT",10924,68670,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT_cleaned.txt"
IpassInc_20181203_8-K_EX-99.1_11445874_EX-99.1_Reseller Agreement,11646,73673,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\IpassInc_20181203_8-K_EX-99.1_11445874_EX-99.1_Reseller Agreement_cleaned.txt
"IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT",14840,94036,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\IPAYMENT,INC_05_14_2007-EX-10.1-SPONSORSHIP AGREEMENT_cleaned.txt"
IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT,3432,21947,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\IVILLAGEINC_03_17_1999-EX-10.16-SPONSORSHIP AGREEMENT_cleaned.txt
JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT,2479,15082,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT_cleaned.txt
JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,27205,165293,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT_cleaned.txt
KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,11528,73347,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT_cleaned.txt
KENTUCKYUTILITIESCO_03_25_2003-EX-10.65-TRANSPORTATION AGREEMENT,2655,16520,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\KENTUCKYUTILITIESCO_03_25_2003-EX-10.65-TRANSPORTATION AGREEMENT_cleaned.txt
KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT,27313,171712,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\KINGPHARMACEUTICALSINC_08_09_2006-EX-10.1-PROMOTION AGREEMENT_cleaned.txt
"KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT",5803,36440,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\KIROMICBIOPHARMA,INC_04_08_2020-EX-10.28-JOINT VENTURE AGREEMENT_cleaned.txt"
"KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT",2829,18331,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\KIROMICBIOPHARMA,INC_05_11_2020-EX-10.23-CONSULTING AGREEMENT_cleaned.txt"
KitovPharmaLtd_20190326_20-F_EX-4.15_11584449_EX-4.15_Manufacturing Agreement,9328,57309,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\KitovPharmaLtd_20190326_20-F_EX-4.15_11584449_EX-4.15_Manufacturing Agreement_cleaned.txt
"KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT",1987,12900,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\KNOWLABS,INC_08_15_2005-EX-10-INTELLECTUAL PROPERTY AGREEMENT_cleaned.txt"
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part1",4069,26079,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part1_cleaned.txt"
"KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2",1208,7595,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\KUBIENT,INC_07_02_2020-EX-10.14-MASTER SERVICES AGREEMENT_Part2_cleaned.txt"
LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,8348,53160,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement_cleaned.txt
LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT,3278,20164,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\LECLANCHÉ S.A. - JOINT DEVELOPMENT AND MARKETING AGREEMENT_cleaned.txt
LegacyEducationAllianceInc_20141110_8-K_EX-10.9_8828866_EX-10.9_Endorsement Agreement,3214,19554,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\LegacyEducationAllianceInc_20141110_8-K_EX-10.9_8828866_EX-10.9_Endorsement Agreement_cleaned.txt
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement,7644,46135,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement_cleaned.txt
"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT",1957,12490,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT_cleaned.txt"
LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT,6080,36501,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\LEJUHOLDINGSLTD_03_12_2014-EX-10.34-INTERNET CHANNEL COOPERATION AGREEMENT_cleaned.txt
LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement1,7417,46258,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement1_cleaned.txt
LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement2,332,2101,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\LejuHoldingsLtd_20140121_DRS (on F-1)_EX-10.26_8473102_EX-10.26_Content License Agreement2_cleaned.txt
LifewayFoodsInc_20160316_10-K_EX-10.24_9489766_EX-10.24_Endorsement Agreement,1670,10976,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\LifewayFoodsInc_20160316_10-K_EX-10.24_9489766_EX-10.24_Endorsement Agreement_cleaned.txt
LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT,3066,19198,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\LIGHTBRIDGECORP_11_23_2015-EX-10.26-STRATEGIC ALLIANCE AGREEMENT_cleaned.txt
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,6156,38442,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT_cleaned.txt
LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement,3019,18487,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement_cleaned.txt
LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement,12926,83815,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\LiquidmetalTechnologiesInc_20200205_8-K_EX-10.1_11968198_EX-10.1_Development Agreement_cleaned.txt
LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT,2951,17713,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\LOGANSROADHOUSEINC_03_27_1998-EX-10.17-SPONSORSHIP AGREEMENT_cleaned.txt
LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement,1928,11439,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\LohaCompanyltd_20191209_F-1_EX-10.16_11917878_EX-10.16_Supply Agreement_cleaned.txt
LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT,3976,25396,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\LOOKSMARTLTD_07_20_2012-EX-99.(D)(I)-SPONSORSHIP AGREEMENT_cleaned.txt
"Loop Industries, Inc. - Marketing Agreement",5341,34658,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\Loop Industries, Inc. - Marketing Agreement_cleaned.txt"
LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT,12975,91670,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT_cleaned.txt
LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT,2376,14962,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT_cleaned.txt
MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT,24901,161405,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT_cleaned.txt
"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT",230,1397,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT_cleaned.txt"
"Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement",11461,73353,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\Magenta Therapeutics, Inc. - Master Development and Manufacturing Agreement_cleaned.txt"
MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT,2373,14685,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\MANAKOASERVICESCORP_11_21_2007-EX-7.5-STRATEGIC ALLIANCE AGREEMENT_cleaned.txt
MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT,42276,272744,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\MANUFACTURERSSERVICESLTD_06_05_2000-EX-10.14-OUTSOURCING AGREEMENT_cleaned.txt
"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT",1715,10979,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT_cleaned.txt"
MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT,2204,13706,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\MARTINMIDSTREAMPARTNERSLP_01_23_2004-EX-10.3-TRANSPORTATION SERVICES AGREEMENT_cleaned.txt
"MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT",3789,24272,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\MEDALISTDIVERSIFIEDREIT,INC_05_18_2020-EX-10.1-CONSULTING AGREEMENT_cleaned.txt"
MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT,7890,49240,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT_cleaned.txt
"MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT",9510,59043,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\MEETGROUP,INC_06_29_2017-EX-10.1-COOPERATION AGREEMENT_cleaned.txt"
MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT,3244,20476,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\MERCATAINC_03_09_2000-EX-10.21-SPONSORSHIP AGREEMENT_cleaned.txt
MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT,3390,22035,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\MERITLIFEINSURANCECO_06_19_2020-EX-10.(XIV)-MASTER SERVICES AGREEMENT_cleaned.txt
"MetLife, Inc. - Remarketing Agreement",17686,110674,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\MetLife, Inc. - Remarketing Agreement_cleaned.txt"
"MFAFINANCIAL,INC_07_06_2020-EX-99.D-JOINT FILING AGREEMENT",601,3580,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\MFAFINANCIAL,INC_07_06_2020-EX-99.D-JOINT FILING AGREEMENT_cleaned.txt"
Microgenics Corporation - Collaborative Development and Commercialization Agreement,28995,188773,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\Microgenics Corporation - Collaborative Development and Commercialization Agreement_cleaned.txt
"MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT",9058,56589,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\MIDDLEBROOKPHARMACEUTICALS,INC_03_18_2010-EX-10.1-PROMOTION AGREEMENT_cleaned.txt"
MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement,5282,32853,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\MidwestEnergyEmissionsCorp_20080604_8-K_EX-10.2_3093976_EX-10.2_Content License Agreement_cleaned.txt
"MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT",3724,23268,"C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT_cleaned.txt"
MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT,19250,120160,C:\Users\KIIT\Desktop\CLAUSEAI\DATA\TRANSFORMED\MOELIS_CO_03_24_2014-EX-10.19-STRATEGIC ALLIANCE AGREEMENT_cleaned.txt
